id,name,composition,ingredients,servings,difficulty
6871128,시금치피자,가볍게,[필수재료] 또띠아 2장| 크림치즈 2T| 토마토소스 2T| 피자치즈 1cup| 시금치 1줌| 파마산치즈가루 약간 [선택재료] 다진호두 1T,2인분,아무나
6871187,갈릭버터새우구이,든든하게,[필수재료] 새우 7마리| 다진마늘 2T| 버터 2T| 파슬리가루 1T| 후추 약간| 소금 약간,1인분,아무나
6871257,닭가슴살채소샐러드,가볍게,[필수재료] 노란 파프리카 1/2개| 빨간 파프리카 1/2개| 청피망 1/2개| 새송이버섯 1/2개| 통마늘 5개| 올리브오일 2T| 소금 약간| 후추 약간 [선택재료] 익은 시판 닭가슴살 1개| 시판 발사믹 드레싱 적당량,1인분,아무나
6871259,인절미피자,가볍게,[재료] 또띠아 1장| 인절미 4조각| 피자치즈 1/3cup| 슬라이스 아몬드 3T| 꿀 3T,3인분,아무나
6871262,오이무침,든든하게,[필수재료] 오이 2개| 양파 1/4개 [양념재료] 고춧가루 2T| 고추장 1T| 설탕 1T| 식초 2T| 다진마늘 1/2T| 참깨 1/2T| 간장 1T,4인분,아무나
6871338,제육볶음,든든하게,[필수재료] 목살 300g| 대파 10cm 2개| 양파 1/2개| 청양고추 1개| 소면 1인분 [양념재료] 고추장 2T| 고춧가루 2T| 간장 1T| 다진마늘 1T| 설탕 1T| 맛술 2T| 후추 약간,2인분,아무나
6871339,카치동,든든하게,[필수재료] 3분카레 2개| 우동 라면 1봉지| 우유 180ml| 슬라이스치즈 1장 [선택재료] 파슬리가루 약간,2인분,아무나
6871340,콩나물국,푸짐하게,[필수재료] 콩나물 200g| 대파 10cm| 멸치다시마육수 800ml [양념재료] 다진마늘 1/2T| 국간장 1T| 새우젓 1/2T| 소금 약간 [선택재료] 청양고추 1개,4인분,아무나
6871341,호박죽,든든하게,[필수재료] 늙은호박 600g| 단호박 1/2개| 삶은 팥 1cup| 물 1L| 찹쌀가루 1cup [양념재료] 소금 2T| 설탕 4T [선택재료] 호박씨or해바라기씨 약간,6인분이상,아무나
6871455,육개장수제비,든든하게,[재료] 송학 수제비 150g| 물 3cup| 대파 4cm1/2대| 소불고기 60g| 고사리 1/2줌(30g)| 숙주 1/2줌(40g)| 채 썬 표고버섯 1개| 굵은 고춧가루 1T| 가는 고춧가루 1T| 다진 마늘 1/2T| 식용유 1T| 참기름 1T,1인분,아무나
6871474,곤약쌈밥,든든하게,[재료] 곤약미 90g| 백미 300g| 물 350ml| 상추 적당량| 참기름 1T| 깨 1/2T [두부쌈장재료] 두부 1/4모| 된장 2T| 고추장 1T| 다진 마늘 1T| 참기름 1T,3인분,아무나
6871515,딸기바나나쥬스,가볍게,[필수재료] 냉동 딸기 15개| 바나나 2개| 꿀 3T| 우유 180ml| 얼음 1cup,4인분,아무나
6871516,참치미니버거,가볍게,[필수재료] 참치 통조림 150g| 대파 1대| 양파 1/2개| 당근 1/3개| 청양고추 2개| 달걀 2개| 부침가루 4T| 모닝빵 적당량| 오이 적당량| 양상추 적당량 [양념재료] 다진마늘 1/2T| 소금 1/3T| 설탕 1/3T| 액젓 1T [소스재료] 마요네즈 2T| 케찹 2T,2인분,아무나
6871577,오이소박이,든든하게,[필수재료] 오이 4개| 부추 1줌| 당근 1/3개| 양파 1/2개| 물 800ml| 굵은 소금 4T [양념재료] 고춧가루 4T| 멸치액젓 2T| 설탕 1/2T| 매실 1/2T| 다진마늘 1T,4인분,아무나
6871629,파전,든든하게,[필수재료] 대파 10cm 3대| 당근 20g| 애호박 20g| 양파 20g| 새우 5마리| 채소 약간| 부침가루 1/2cup| 물 1cup [선택재료] 간장 2T| 식초 1T| 물 1T| 고춧가루 약간,2인분,아무나
6871630,삼겹살라자냐,든든하게,[필수재료] 대패 삼겹살 9줄| 새송이 버섯 1개| 쥬키니 호박 1/3개| 통마늘 3개| 피자치즈 1cup [양념재료] 토마토소스 1/2cup,2인분,초급
6871634,사과청,가볍게,[필수재료] 사과 3개| 설탕 500g| 베이킹소다 2T| 식초 3T,6인분이상,아무나
6871685,삼겹살오븐구이,든든하게,[재료] 통삼겹 300g| 간장 1/2cup| 설탕 2T| 다진마늘 2T| 맛술 1T| 후추 약간| 소금 약간,2인분,초급
6871686,토마토주스,가볍게,[재료] 토마토 4개| 꿀 2T| 얼음 2Cup,3인분,아무나
6871688,상추전,든든하게,[필수재료] 상추 15장| 부침가루 1cup| 달걀 1개| 물 1cup [선택재료] 간장 2T| 식초 1T| 물 1T| 청양고추 1/2개,4인분,아무나
6871691,계란과자,가볍게,[재료] 박력분 100g| 버터 70g| 설탕 65g| 계란 1개| 노른자 1개| 아몬드가루 20g| 슈가파우더 20g| 소금 1g| 바닐라익스트렉 3방울,4인분,초급
6871767,상추비빔밥,든든하게,[필수재료] 상추 8장| 당근 1/6개| 김치 1/2cup| 밥 1공기| 참기름 1T [양념재료 2인분] 고추장 1T| 설탕 1/2T| 참기름 1T [선택재료] 달걀 1개,1인분,아무나
6871822,바나나식초,가볍게,[필수재료] 바나나 5개(400g)| 흑설탕 2cup| 식초 2cup,6인분이상,아무나
6871823,참치밥전,든든하게,[반죽재료] 참치 통조림 150g| 대파 1대| 양파 1/2개| 당근 1/3개| 청양고추 2개| 달걀 2개| 부침가루 4T [필수재료] 밥 1/2공기| 옥수수콘 2T [양념재료] 다진마늘 1/2T| 소금 1/3T| 설탕 1/3T| 액젓 1T,2인분,아무나
6871888,오징어튀김,든든하게,[필수재료] 오징어 1마리| 박력분 1/2cup| 소금 약간| 후추 약간| 레몬 1/4개 [선택재료] 파슬리가루 약간,2인분,아무나
6871938,베리주스,가볍게,[필수재료] 냉동 딸기 15개| 냉동 블루베리 1컵| 바나나 2개| 꿀 3T| 얼음 1컵| 물(탄산수) 1/2컵,4인분,아무나
6871939,쉬림프박스,든든하게,[필수재료] 밥 1공기 [갈릭새우] 새우 1컵| 식용유 3T| 다진마늘 1+1/2T| 버터 1T| 액젓 1/2T| 후추 약간 [칠리새우] 새우 1컵| 식용유 3T| 다진마늘 1T| 설탕 1T| 케찹 2T| 고춧가루 1T| 물 약간| 버터 1T| 간장 약간| 식초 약간| 후추 약간,2인분,초급
6871943,냉우동,든든하게,[재료] 우동라면 1개| 액상간장소스 1개| 얼음 적당량| 물 1+1/2컵| 설탕 1T| 식초 1T [고명] 쪽파 약간| 조미 김 약간,1인분,아무나
6871970,참치동그랑땡,든든하게,[필수재료] 참치통조림 150g| 대파 1대| 양파 1/2개| 당근 1/3개| 청양고추 2개| 달걀 2개| 부침가루 4T [양념재료] 다진 마늘 1/2T| 소금 1/3T| 설탕 1/3T| 액젓 1T,4인분,아무나
6871971,오징어순대,든든하게,[필수재료] 오징어 2마리| 버터 1T| 올리브유 1T [소스재료] 토마토소스 1/2컵| 통마늘 5개| 양파 1/2개| 두부 1/2모| 돼지고기 다짐육 100g| 피자치즈 1/2컵| 올리브유 1T| 후추 약간 [선택재료] 파마산치즈가루 1T| 파슬리가루 약간,4인분,아무나
6871972,훈제연어샐러드,가볍게,[필수재료] 훈제연어 1팩| 양상추 1/4개| 어린잎채소 1줌 [소스재료] 마요네즈 2T| 꿀 1T| 다진양파 2T| 후추 약간| 레몬즙 1/2T,4인분,아무나
6871973,시금치된장국,푸짐하게,[필수재료] 시금치 1/2단| 대파 10cm 2대| 청양고추 1개| 멸치다시마육수 1L| 생새우살 1/2cup [양념재료] 된장 2T| 다진마늘 1T| 국간장 1T,4인분,아무나
6872129,라면,든든하게,[재료] 라면 1봉지| 두부 1모| 물 600ml| 소금 1/2T| 설탕 1T| 땅콩잼 1+1/2T| 참깨 5T [고명재료] 채 썬 오이 약간| 방울토마토 약간,1인분,초급
6872200,훈제연어말이,가볍게,[재료] 훈제 연어 1팩| 빨간 파프리카 1/2개| 노란 파프리카 1/2개| 양파 1/4개 [소스] 마요네즈 3T| 꿀 1T| 다진 양파 2T| 후추 약간| 레몬즙 1/2T,2인분,초급
6872204,새우냉채,가볍게,[재료] 새우살 2컵| 청주 1T| 양파 1/2개| 파프리카 1개| 오이 2/3개 [소스] 식초 3T| 연겨자 1T| 설탕 2T| 다진 마늘 1/2T,2인분,초급
6872252,누텔라바나나롤,가볍게,[재료] 바나나 2개| 누텔라 2T| 또띠아 2장,2인분,아무나
6872316,면,든든하게,[재료] 소면 1인분| 물 적당량| 오이 1/4개| 양파 1/4개| 치즈 돈가스 1장 [양념재료] 고추장 2T| 고운 고춧가루 1T| 진간장 1T| 다진 마늘 1T| 식초 3T| 설탕 2T| 참기름 3T| 통깨 1T| 송송 썬 청양고추 1/2개,1인분,중급
6872317,감자짜글이,푸짐하게,[재료] 감자 3개| 양파 1개| 청양고추 3개| 대파 2대| 큰 스팸 1캔| 물 2cup [양념 재료] 된장 1/3T| 고추장 1T| 고춧가루 2T| 설탕 1T| 간장 4T| 다진 마늘 1T,4인분,중급
6872318,상그리아,가볍게,[재료] 레드와인 1병| 오렌지 2개| 레몬 1개| 사과 1개| 사이다 1캔| 얼음 약간,4인분,초급
6872374,단호박버터구이,가볍게,[재료] 단호박 1/4개| 버터 2T| 꿀 2T| 다진 아몬드 약간,2인분,아무나
6872376,체리청,가볍게,[재료] 체리 500g| 설탕 200g| 꿀 100g| 레몬 1/4개| 식초 2T,6인분이상,초급
6872377,건새우부추전,든든하게,[재료] 부추 1줌| 당근 1/4개| 청양고추 3개| 건새우 1줌| 물 1cup| 다진 마늘 1T| 액젓 1T| 부침가루 2/3cup,2인분,초급
6872378,떡볶이,든든하게,[재료] 떡볶이 떡 2줌| 어묵 4장| 양배추 1/2통| 무 1/4개| 물 1000ml [양념 재료] 고추장 3T| 고춧가루 2T| 라면 스프 1/2개| 카레가루 3T| 후춧 가루 3T [선택 재료] 시판핫도그,6인분이상,초급
6872403,닭백숙,푸짐하게,[재료] 닭 1마리| 발효 참옻진액 500ml| 물 1500ml| 소금 1/2T| 찹쌀 1cup [선택 재료] 부추 1줌| 마늘 8개| 대추 3개| 은행 6개,4인분,초급
6872481,과일얼음,가볍게,[재료] 과일| 물| 설탕 [선택재료] 민트잎,6인분이상,아무나
6872482,햄양파링전,든든하게,[재료] 양파 2개| 스팸 1/2개| 쪽파 1줌| 청양고추 1개| 달걀 2개| 부침가루 1/2cup| 후추 약간 [선택 재료] 간장 2T| 식초 1T| 물 1T| 고춧가루 약간,4인분,초급
6872562,부추달걀볶음,든든하게,[필수 재료] 달걀 3개| 부추 1줌 [양념 재료] 굴소스 1T| 참기름 1T,2인분,아무나
6872563,유부된장국,푸짐하게,[필수 재료] 유부 6장| 대파 10cm 1대| 양파 1/4개| 멸치 다시마 육수 600ml [양념 재료] 된장 1T| 마늘 1/2T| 소금 약간 [선택 재료] 팽이버섯 1/6개,4인분,초급
6872619,콩나물전,든든하게,[재료] 콩나물 1줌| 청양고추 1개| 부침가루 3T| 물 1/3| 김 가루 약간 [양념 재료] 다진 마늘 1T| 새우젓 1T,2인분,초급
6872623,스팸두부샌드,든든하게,[재료] 작은 스팸 1캔| 두부 1모| 달걀 1개| 부침가루 3T,2인분,초급
6872681,돈까스김치나베,푸짐하게,[재료] 돈까스 2장| 썬 배추김치 1cup| 썬 양파 1/2개| 송송 썬 대파 1/2대| 계란 2개| 식용유 약간 [양념재료] 물 2+1/2cup| 다진 마늘 2T| 설탕 1T| 고운 고춧가루 1T| 국간장 2T| 김칫국물 1/2cup,2인분,초급
6872683,차돌박이샐러드,가볍게,[재료] 차돌박이 150g| 양파 1/2개| 양상추 1줌 [양념 재료] 간장 2T| 올리브유 2T| 식초 1T| 설탕 1T| 다진 마늘 1/2T| 레몬즙 1/2T| 참깨 1/2T| 후추 약간 [선택 재료] 어린잎채소 약간,2인분,아무나
6872692,진미채땅콩버터볶음,든든하게,[재료] 진미채 1줌| 땅콩 약간 [양념 재료] 버터 1T| 땅콩버터 1+1/2T| 설탕 1/2T| 소금 약간,2인분,초급
6872695,마늘볶음밥,든든하게,[재료] 밥 1공기| 통마늘 4개| 식용유 3T| 다진 마늘 1T| 버터 1/2T [양념 재료] 간장 1T| 소금 약간,1인분,아무나
6872735,들깨수제비,든든하게,[재료] 감자 수제비 200g| 당근 1/6개| 양파 1/4개| 애호박 1/4개| 감자 1/2개| 대파 10cm| 멸치다시마 육수 1000ml [양념 재료] 들깨 가루 3T| 국간장 1T| 다진 마늘 1/2T| 소금 1/4T,3인분,중급
6872736,멸치주먹밥,든든하게,[재료] 밥 1공기| 잔멸치 1/2cup| 달걀 1개 [양념 재료] 맛술 1/2T| 간장 1/2T| 올리고당 1/2T| 참기름 1T| 소금 약간| 참깨 약간,2인분,초급
6872737,미니토마토치즈버거,가볍게,[재료] 모닝빵 4개| 돼지고기 다짐육 150g| 소고기 다짐육 300g| 양파 1/4개| 빵가루 1T| 양상추 2장| 체다 치즈 4장| 토마토 1개| 버터 1T| 소금 약간| 후추 약간 [소스 재료] 마요네즈 4T| 케찹 4T,4인분,중급
6872738,베이컨숙주볶음,든든하게,[재료] 베이컨 6장| 숙주 200g| 양파 1/2개 [양념재료] 굴소스 2T| 다진 마늘 1/2T| 후추 약간,2인분,초급
6872849,미역오이냉국,푸짐하게,[재료] 오이 2/3개| 미역 10g| 홍고추 1/2개| 통마늘 1개| 풋고추 1/2개 [육수 재료] 생수 600ml| 설탕 3T| 식초 4T| 소금 1/2T| 참깨 1/2T| 얼음 약간,4인분,초급
6872851,마늘쫑멸치볶음,든든하게,[재료] 잔멸치 1cup| 마늘쫑 1줌=150g| 통마늘 5개 [양념 재료] 맛술 1T| 간장 1T| 올리고당 1T| 참기름 1T,4인분,초급
6872917,황금볶음밥,든든하게,[재료] 밥 1공기| 노른자 2개| 대파 1대 [양념 재료] 소금 약간| 식용유 약간,1인분,아무나
6872919,미트파스타,든든하게,[재료] 스파게티 면 1인분| 다진 돼지고기 80g| 양파 1/4개| 올리브유 1T [양념 재료] 토마토소스 1cup| 케찹 1T| 물 300ml| 다진 마늘 1T| 후추 약간 [선택 재료] 파슬리가루 약간,1인분,초급
6872969,파인애플볶음밥,든든하게,[재료] 밥 1공기| 통조림 파인애플 2개| 대파 1/2cup| 건새우 약간| 새우 1/2cup| 달걀 1개 [양념재료] 액젓 2T [선택재료] 땅콩 약간,1인분,중급
6872970,산딸기잼,가볍게,[재료] 산딸기 500g| 설탕 300g| 레몬즙 1T,6인분이상,아무나
6873023,치킨텐더샐러드,가볍게,[재료] 치킨텐더 300g| 양상추 2줌| 양배추 1/2줌| 치커리 1/2줌| 방울토마토 5개| 삶은 달걀 1개 [소스] 머스터드소스 4T| 마요네즈 3T| 꿀 3T,2인분,아무나
6873025,망고스무디,가볍게,[재료] 망고 2개| 플레인 요거트 150ml| 얼음 1cup| 꿀 2T [선택 재료] 애플민트| 탄산수 100ml,2인분,아무나
6873026,마늘쫑무침,든든하게,[재료] 마늘쫑 1줌(200g)| 소금 1/4T [양념 재료] 고추장 1T| 고춧가루 2T| 간장 1T| 맛술 1T| 다진 마늘 1/2T| 설탕 1/2T| 참기름 1/2T| 참깨 1/2T,4인분,초급
6873028,김치볶음우동,든든하게,[재료] 시판우동사리 1봉| 김치 1cup| 대파 1/2cup| 베이컨 3줄| 식용유 2T| 물 약간| 김가루 약간 [양념 재료] 간장 1+1/2T| 고춧가루 1T| 참기름 1T,2인분,중급
6873138,매실청,가볍게,[재료] 황매실 2Kg| 설탕 2Kg| 올리고당 200g| 식초 2T,6인분이상,아무나
6873142,머위쌈밥,든든하게,[재료] 머위 잎 12장| 밥 2인분| 다진 소고기 200g| 다진 마늘 1/2T| 소금 약간| 후추 약간| 맛술 1T| 소금 1/4T| 참기름 1T| 참깨 1T [양념 재료] 된장 1+1/2T| 고추장 1T| 마요네즈 1T| 올리고당 1T,2인분,중급
6873143,달걀유부주머니,가볍게,[재료] 냉동 유부 4장| 달걀 4개| 가스오브시 약간 [양념 재료] 물 300ml| 간장 1+1/2T| 맛술 1T| 설탕 1T,2인분,중급
6873145,라떼,가볍게,[재료] 미니 단호박 1/2개| 망고 주스 200ml| 두유 200ml 2개 [선택 재료] 시나몬 가루 약간,2인분,초급
6873300,물김치,든든하게,[재료] 무 1/4개(400g)| 쪽파 8대| 양파 1/2개| 당근 1/4개| 알배추 6장| 배 1/4개| 밀가루 1T| 물 1L| 설탕 1T| 소금 1T| 고춧가루 1/2T [양념 재료] 통마늘 5개(20g)| 생강 1쪽(10g)| 소금 1T,6인분이상,중급
6873301,우유라면,든든하게,[재료] 라면 1봉| 물 적당량| 우유 2cup| 대파 10cm 1대| 고춧가루 1T,1인분,아무나
6873395,스팸달걀볶음밥,든든하게,[재료] 밥 1공기| 작은 스팸 1캔| 달걀 1개| 쪽파 2대 [양념 재료] 굴소스 1T,2인분,초급
6873397,파인애플바나나주스,가볍게,[재료] 파인애플 2쪽(통조림 2링)| 바나나 1개| 꿀 2T| 얼음 1cup| 탄산수 100ml,2인분,아무나
6873495,감자채전,든든하게,[재료] 감자 2개 [양념재료] 부침가루 1T| 소금 1/3T| 후추 약간,2인분,초급
6873497,미니핫도그,가볍게,[재료] 작은 소시지 10개| 핫케익 믹스 100g| 마요네즈 1T| 우유 50ml,2인분,초급
6873563,칠리탕수육,든든하게,[재료] 탕수육 300g| 양파 1/4개| 당근 1/4개| 피망 1/4개| 파인애플 1조각| 식용유 넉넉히 [칠리 양념 소스] 케첩 4T| 굴소스 1T| 설탕 3T| 칠리소스 2T| 식초 2T| 물 7T| 다진 마늘 1T,2인분,중급
6873565,당면볶음덮밥,든든하게,[재료] 당면 1줌| 대파 10cm| 밥 2인분| 참깨 1/2T [양념 재료] 고추장 1T| 고춧가루 2T| 다진 마늘 1/2T| 설탕 1T| 멸치 다시마 육수 300ml [김치볶음 재료] 김치 1cup| 설탕 1/2T| 참기름 1T [선택 재료] 떡볶이 떡 10개,2인분,초급
6873566,감자조림,든든하게,[재료] 감자 4개| 양파 1개| 당근 1/2개| 소불고기 150g [양념 재료] 설탕 1/2cup| 간장 1/2cup| 맛술 1/3cup| 물 2cup [선택 재료] 가다랑어포 약간,4인분,중급
6873569,홀토마토,가볍게,[재료] 토마토 6개,6인분이상,초급
6873681,샤벳,가볍게,[재료] 멜론 1/2개| 레몬즙 2T| 얼음 1cup| 꿀 3T [선택재료] 애플민트,6인분이상,초급
6873682,복숭아스무디,가볍게,[재료] 복숭아 2개| 플레인 요거트 200ml| 얼음 1cup| 꿀 2T [선택 재료] 애플민트| 탄산수 100ml,2인분,아무나
6873881,삼겹살덮밥,든든하게,[재료] 대패 삼겹살 200g| 양파 1/2개| 대파 1대| 밥 1공기| 식용유 약간 [양념] 설탕 1T| 간장 1/2T| 맛술 1T| 된장 1T| 다진 마늘 1/2T| 올리고당 1T| 참기름 1T| 물 2T,1인분,초급
6874017,만두달걀국,푸짐하게,[재료] 물만두 10개| 달걀 1개| 대파 1/4대| 다진 마늘 1/2T| 국간장 1/2T| 소금 약간| 멸치 다시마육수 2cup(400ml) [선택재료] 홍고추 1/4개,1인분,아무나
6874018,부추만두,든든하게,[재료] 만두피 20장| 돼지고기 다짐육 200g| 부추 100g| 당면 1줌| 두부 1/2모| 애호박 1/4개 [양념재료] 다진 마늘 1/2T| 간장 2T| 맛술 1T| 후추 약간| 소금 1/4T,6인분이상,중급
6874076,청포도주스,가볍게,[재료] 청포도 350g| 얼음 1cup| 꿀 2T| 탄산수 100ml,2인분,아무나
6874302,파프리카바게트피자,가볍게,[재료] 바게트 1/4개| 양파 1/4개| 빨강 파프리카 1/3개| 노랑 파프리카 1/3개| 주황 파프리카 1/3개| 애호박 1/6개| 닭고기 안심 3쪽| 식용유 약간| 모차렐라치즈 1cup| 토마토소스 1/2cup,1인분,초급
6874428,떡튀김,든든하게,[재료] 조랭이떡 2줌(300g)| 동그란 어묵 100g| 대파 1/4대| 식용유 넉넉히| 야채튀김 [양념재료] 물 2+1/2Cup| 고추장 1T| 간장 1T| 설탕 2T| 굵은 고춧가루 1T| 고운 고춧가루 1T,2인분,초급
6874482,명란아보카도비빔밥,든든하게,[재료] 밥 1공기| 아보카도 1/2개| 명란젓 1개| 참기름 1T| 달걀 1개| 김가루 약간| 참깨 약간| 후추 약간| 식용유 약간,1인분,아무나
6874930,잡채,든든하게,[재료] 당면 3줌| 당근 1/4개| 양파 1/2개| 빨강 파프리카 1/2개| 노랑 파프리카 1/2개| 시금치 1줌| 돼지고기 150g| 느타리 버섯 1줌 [양념 재료] 간장 2T| 맛술 1T| 설탕 1+1/2T| 소금 1/6T| 참기름 2T| 참깨 1T [고기 밑간 재료] 간장 1T| 설탕 1/2T| 다진 마늘 1/4T| 후추 약간 [시금치 양념 재료] 소금 약간| 다진 마늘 1/4T| 참기름 1/2T,4인분,중급
6874949,도토리묵사발,푸짐하게,[재료] 데친 도토리묵 1/2모(170g)| 백오이 1/4개(40g)| 다진 김치 1/2줌(60g)| 김가루 약간(1g) [육수 재료] 물 500ml| 연두 순 2T| 양조식초 5T| 설탕 3.5T| 통깨 0.5T,2인분,초급
6875112,샐러드,가볍게,[재료] 양상추 2줌| 채 썬 적양배추 1/2줌| 치커리 1/2줌| 방울토마토 6개| 노란 파프리카 1개| 어린잎채소 1/2줌| 그라나파다노 치즈 1/2개 [드레싱] 올리브유 10T| 소금 약간| 통후추 그라인딩 2번| 레몬 1/4개,2인분,아무나
6875141,간장닭꼬치,가볍게,[재료] 닭다리살 300g| 대파(흰 대) 3대| 소금 약간| 후추 약간| 청주 1T| 식용유 약간 [소스] 간장 2T| 설탕 1T| 올리고당 2T| 맛술 3T,2인분,중급
6875142,복숭아통조림,가볍게,[재료] 복숭아 5개| 백설탕 1cup| 물 3cup [선택 재료] 레몬즙 2T,4인분,초급
6875553,해물오일파스타,든든하게,[재료] 스파게티면 1인분| 새우 5마리| 오징어 1마리| 모시조개 10개| 양파 1/4개| 양송이버섯 3개| 토마토 1개| 마늘 4개| 페페로치노 4개 [양념] 마늘 약간| 소금 약간| 올리브오일 3T| 청주 2T,2인분,초급
6875647,땅콩비빔면,든든하게,[필수재료] 국수 2인분| 오이 1/3개| 땅콩가루 1T [양념재료] 고추장 2T| 간장 2T| 고춧가루 2T| 설탕 1T| 매실액 2T| 식초 4T| 간 양파 1/4개| 참기름 1T| 땅콩가루 1T [무절임] 무 1/5개| 식초 1/4cup| 탄산수 1cup| 설탕 1T| 소금 1t,3인분,초급
6875710,포도크레이프케이크,가볍게,[필수재료] 달걀 3개| 설탕 40g| 중력분 90g| 생크림 270ml| 레몬즙 2t| 우유 320ml| 식용유 13g| 포도 150g| 설탕A 50g| 설탕B 100g,6인분이상,중급
6875804,자두타르트,가볍게,[필수재료] 자두 12개| 설탕 1/2cup| 레몬즙 2T [타르트시트] 통밀쿠키 8개| 무염버터 60g| 종이컵 6개,2인분,초급
6875855,파프리카주스,가볍게,[재료] 빨강파프리카 1개| 사과 1/2개| 마시는요구르트 1개 [재료] 빨강파프리카 1개| 토마토 1개| 마시는요구르트 1개 [재료] 노랑파프리카 1개| 오렌지 1개| 마시는요구르트 1개 [재료] 주황파프리카 1개| 수박 2쪽| 마시는요구르트 1개 [재료] 빨강파프리카 1개| 냉동 딸기 10개| 마시는 요구르트 1개,1인분,아무나
6875985,밀푀유나베,푸짐하게,[필수재료] 알배추 1포기| 깻잎 1봉지| 청경채 3대| 샤브샤브용 소고기 400g| 대파 1대| 표고버섯 2개| 물 5컵 [양념재료] 뚝딱 맛내기장 1T [선택재료] 만가닥버섯 적당히 [소스재료] 뚝딱맛내기장 1T| 물 2T| 레몬즙 1T| 청양고추 1개,4인분,중급
6875994,황태해장국,푸짐하게,[재료] 황태채 1줌| 콩나물 1줌| 무 80g| 계란 1개| 대파 1/4대 [양념] 연두청양초 1+1/2스푼| 참기름 1스푼| 소금 1/2스푼,2인분,아무나
6876122,차돌박이막장찌개,푸짐하게,[필수재료] 차돌박이 150g| 양배추 1줌| 양파 1/4개| 두부 1/2모| 대파 10cm| 청양고추 1개| 물 400ml [양념재료] 막장 찌개 양념 1개,3인분,아무나
6876209,몬테크리스토샌드위치,가볍게,[재료] 식빵 3장| 딸기잼 2T| 머스터드 2T| 슬라이스 햄 2장| 체다 치즈 2장| 버터 1T| 달걀 1개,1인분,아무나
6876210,어묵감자볶음,든든하게,[필수재료] 어묵 3장| 감자 1/2개| 양파 1/2개| 대파 10cm [양념] 다진 마늘 1T| 간장 3T| 설탕 1T| 참기름 1/2T| 물 적당히 [선택재료] 청양고추 1/2개,2인분,아무나
6876326,등갈비,든든하게,[재료] 등갈비 1kg| 물 적당히| 된장 1T| 파채 1줌| 통마늘 5개 [양념] 간장 8T| 설탕 4T| 물엿 4T| 매실액 2T| 맛술 4T| 다진 마늘 2T| 참기름 1T| 물 700ml| 깨 약간,2인분,아무나
6876450,파채군만두,든든하게,[재료] 냉동만두 7개| 식용유 약간| 대파 4대 [파채양념] 진간장 1T| 설탕 1T| 고운 고춧가루 1T| 참기름 1/2T| 다진 마늘 1/2T| 깨 약간,1인분,초급
6876451,소시지강정,든든하게,[재료] 비엔나소시지 250g| 다진 땅콩 약간 [소스] 설탕 1T| 물엿 1T| 진간장 1/2T| 케첩 1/2T| 물 2T| 다진마늘 1/2T,2인분,아무나
6876504,냉라면,든든하게,[필수재료] 라면 1개| 양파 1/4개| 콩나물 1줌| 청양고추 2개| 다진 쪽파 약간 [양념재료] 라면 스프 1봉| 간장 2T| 설탕 2T| 식초 2T| 물 1컵,1인분,초급
6876652,깻잎떡볶이,든든하게,[필수재료] 멸치 다시 국물 600ml| 떡볶이 떡 2줌| 어묵 3장| 대파(10cm) 4개| 양배추 80g| 깻잎 20장 [양념재료] 다진 마늘 1T| 고추장 2T| 고춧가루 2T| 간장 1T| 설탕 2T,2인분,아무나
6876715,자두스무디,가볍게,[필수재료] 자두 4개| 마시는 플래인요거트 1개(150ml)| 얼음 1cup [선택 재료] 꿀 3T,2인분,아무나
6876717,스테이크,든든하게,[필수재료] 안심 200g| 소금 약간| 후추 약간| 로즈마리 1줄기 [소스 재료] 버터 1T| 통마늘 2개| 포도즙 1cup(포도 250g)| 시판 스테이크 소스 3T| 소금 약간| 후추 약간| 포도 5알 [선택 재료] 어린잎 채소 1줌,1인분,아무나
6876780,삼색나물,든든하게,[필수 재료] 무 200g| 연두순 1+1/2T| 참깨 1T| 들기름 1/2T| 물 3T| 삶은 고사리 200g| 연두순 1+1/2T| 참깨 1T| 참기름 1/2T| 물 3T| 시금치 200g| 연두순 1T| 참깨 1T| 참기름 1/4T,4인분,아무나
6876795,토마토김치,든든하게,[필수 재료] 토마토 3개| 양파 1/2개| 부추 50g [양념 재료] 고춧가루 4T| 설탕 1+1/2T| 다진 마늘 1/2T| 멸치액젓 2T| 깨소금 약간| 꽃소금 약간| 소금 약간,3인분,아무나
6876840,쏘야볶음라면,든든하게,[재료] 라면 1봉지| 양파 1/4개| 노란 파프리카 1/4개| 청피망 1/4개| 비엔나소시지 7개| 식용유 약간 [양념] 물 1/2컵| 라면 스프 2/3개| 케찹 4T,1인분,아무나
6876841,치즈토스트,가볍게,[재료] 식빵 2장| 식용유 약간| 슬라이스치즈 2장| 피자치즈 3T [소스] 버터 2T| 다진 마늘 1T| 설탕 1/2T| 파슬리가루 약간,1인분,아무나
6876850,청양고추콘치즈,가볍게,[재료] 옥수수 통조림 1캔(200g)| 양파 1/2개| 청양고추 1개| 버터 약간| 피자치즈 6T [양념 재료] 마요네즈 4T| 고추장 2T| 설탕 2T,4인분,아무나
6876865,초콜릿프라페,가볍게,[재료] 초콜릿 아이스크림 1cup(100g)| 얼음 1cup=(100g)| 우유 1/4cup| 오레오 4개 [선택 재료] 초코시럽 약간| 오레오 적당히| 초코볼 적당히| 생크림 적당히,2인분,아무나
